"racename","driver","qualrawdcoef","qualprednvalid"
"2012brazil","kkobayashi",73.723,1
"2012brazil","dricciardo",73.917,1
"2012brazil","pmaldonado",73.107,2
"2012brazil","jvergne",73.962,1
"2012brazil","rgrosjean",NA,0
"2012brazil","vpetrov",NA,0
"2012brazil","jbutton",72.685,2
"2012brazil","hkovalainen",NA,0
"2012brazil","tglock",NA,0
"2012brazil","cpic",NA,0
"2012brazil","nkarthikeyan",NA,0
"2012brazil","pdelarosa",NA,0
"2012brazil","mwebber",72.652,1.2
"2012brazil","svettel",72.739,1.111
"2012brazil","fmassa",73.189,2
"2012brazil","nhulkenberg",73.126,2
"2012brazil","falonso",73.226,2
"2012brazil","kraikkonen",73.169,2
"2012brazil","nrosberg",73.34,2
"2012brazil","vbottas",NA,0
"2012brazil","gvandergarde",NA,0
"2013australia","svettel",87.407,1
"2013australia","jbutton",90.357,1
"2013australia","nhulkenberg",NA,0
"2013australia","asutil",NA,0
"2013australia","jvergne",NA,0
"2013australia","dricciardo",NA,0
"2013australia","sperez",NA,0
"2013australia","vbottas",NA,0
"2013australia","pmaldonado",NA,0
"2013australia","egutierrez",NA,0
"2013australia","jbianchi",NA,0
"2013australia","mwebber",87.827,1
"2013australia","mchilton",NA,0
"2013australia","gvandergarde",NA,0
"2013australia","cpic",NA,0
"2013australia","lhamilton",88.087,1
"2013australia","fmassa",88.49,1
"2013australia","falonso",88.493,1
"2013australia","nrosberg",88.523,1
"2013australia","kraikkonen",88.738,1
"2013australia","rgrosjean",89.013,1
"2013australia","pdiresta",89.305,1
"2013malaysia","svettel",NA,0
"2013malaysia","kraikkonen",96.287,0.667
"2013malaysia","rgrosjean",97.283,1
"2013malaysia","nhulkenberg",97.821,1.456
"2013malaysia","dricciardo",98.273,1.356
"2013malaysia","egutierrez",98.287,2
"2013malaysia","pdiresta",97.493,0.444
"2013malaysia","pmaldonado",97.867,1
"2013malaysia","jvergne",98.157,1
"2013malaysia","vbottas",98.207,1
"2013malaysia","jbianchi",98.434,1
"2013malaysia","fmassa",96.521,0.967
"2013malaysia","cpic",99.314,1
"2013malaysia","mchilton",99.672,1
"2013malaysia","gvandergarde",99.932,1
"2013malaysia","falonso",96.524,0.511
"2013malaysia","lhamilton",NA,0
"2013malaysia","mwebber",96.096,0.233
"2013malaysia","nrosberg",NA,0
"2013malaysia","jbutton",97.059,1.689
"2013malaysia","asutil",96.585,1.467
"2013malaysia","sperez",97.315,1.844
"2013china","lhamilton",94.485,1.011
"2013china","nhulkenberg",95.742,1.4
"2013china","pdiresta",95.948,1.589
"2013china","sperez",95.77,2
"2013china","asutil",95.972,1.567
"2013china","pmaldonado",96.347,2
"2013china","jvergne",96.49,2
"2013china","vbottas",96.584,1
"2013china","egutierrez",96.805,1
"2013china","jbianchi",97.595,1
"2013china","mchilton",98.352,1
"2013china","kraikkonen",94.939,2
"2013china","cpic",98.429,1
"2013china","gvandergarde",98.475,1
"2013china","mwebber",96.137,0.567
"2013china","falonso",94.701,1.922
"2013china","nrosberg",94.873,1.1
"2013china","fmassa",94.897,2
"2013china","rgrosjean",95.444,2
"2013china","dricciardo",95.85,2.322
"2013china","jbutton",95.341,1.7
"2013china","svettel",94.801,0.011
"2013china","mhua",NA,0
"2013bahrain","nrosberg",92.376,1.156
"2013bahrain","jbutton",93.516,1.8
"2013bahrain","rgrosjean",93.564,1
"2013bahrain","sperez",93.743,1.944
"2013bahrain","dricciardo",93.711,1.5
"2013bahrain","nhulkenberg",93.804,1.4
"2013bahrain","vbottas",93.896,2
"2013bahrain","jvergne",93.93,2
"2013bahrain","pmaldonado",93.885,1
"2013bahrain","cpic",94.743,1
"2013bahrain","jbianchi",95.638,1
"2013bahrain","svettel",92.584,1
"2013bahrain","gvandergarde",95.764,1
"2013bahrain","mchilton",95.936,1
"2013bahrain","egutierrez",94.19,1
"2013bahrain","falonso",92.893,2
"2013bahrain","fmassa",93.184,2
"2013bahrain","pdiresta",93.194,2.556
"2013bahrain","asutil",93.29,2.7
"2013bahrain","mwebber",93.016,1.533
"2013bahrain","kraikkonen",93.138,2
"2013bahrain","lhamilton",92.762,1
"2013bahrain","hkovalainen",NA,0
"2013bahrain","rgonzalez",NA,0
"2013spain","nrosberg",80.757,1.056
"2013spain","pdiresta",81.897,2.733
"2013spain","dricciardo",81.842,1.278
"2013spain","jvergne",81.832,2
"2013spain","asutil",82.014,1.756
"2013spain","jbutton",82.108,1.7
"2013spain","nhulkenberg",82.082,1.444
"2013spain","vbottas",82.294,1
"2013spain","pmaldonado",82.352,1
"2013spain","gvandergarde",83.695,1
"2013spain","egutierrez",82.367,2
"2013spain","lhamilton",80.957,1.056
"2013spain","jbianchi",83.747,1
"2013spain","mchilton",84.03,1
"2013spain","cpic",84.104,1
"2013spain","svettel",81.054,1
"2013spain","kraikkonen",81.27,2
"2013spain","falonso",81.276,2
"2013spain","rgrosjean",81.497,2
"2013spain","mwebber",81.51,1.578
"2013spain","sperez",81.877,2.756
"2013spain","fmassa",81.442,2
"2013spain","hkovalainen",NA,0
"2013spain","rgonzalez",NA,0
"2013monaco","nrosberg",73.876,1
"2013monaco","jvergne",75.703,1
"2013monaco","nhulkenberg",NA,0
"2013monaco","dricciardo",NA,0
"2013monaco","rgrosjean",NA,0
"2013monaco","vbottas",NA,0
"2013monaco","gvandergarde",NA,0
"2013monaco","pmaldonado",NA,0
"2013monaco","pdiresta",NA,0
"2013monaco","cpic",NA,0
"2013monaco","egutierrez",NA,0
"2013monaco","lhamilton",73.967,1
"2013monaco","jbianchi",NA,0
"2013monaco","fmassa",NA,0
"2013monaco","mchilton",NA,0
"2013monaco","svettel",73.98,1
"2013monaco","mwebber",74.181,1
"2013monaco","kraikkonen",74.822,1
"2013monaco","falonso",74.824,1
"2013monaco","sperez",75.138,1
"2013monaco","asutil",75.383,1
"2013monaco","jbutton",75.647,1
"2013canada","svettel",NA,0
"2013canada","kraikkonen",NA,0
"2013canada","dricciardo",NA,0
"2013canada","sperez",NA,0
"2013canada","pmaldonado",NA,0
"2013canada","jbutton",NA,0
"2013canada","egutierrez",NA,0
"2013canada","fmassa",NA,0
"2013canada","pdiresta",NA,0
"2013canada","cpic",NA,0
"2013canada","jbianchi",NA,0
"2013canada","lhamilton",NA,0
"2013canada","mchilton",NA,0
"2013canada","gvandergarde",NA,0
"2013canada","rgrosjean",NA,0
"2013canada","vbottas",NA,0
"2013canada","nrosberg",NA,0
"2013canada","mwebber",NA,0
"2013canada","falonso",NA,0
"2013canada","jvergne",NA,0
"2013canada","asutil",NA,0
"2013canada","nhulkenberg",NA,0
"2013canada","arossi",NA,0
"2013greatbritain","lhamilton",89.65,1.044
"2013greatbritain","jbutton",91.025,1.556
"2013greatbritain","fmassa",91.175,1
"2013greatbritain","jvergne",91.148,2
"2013greatbritain","sperez",91.22,2
"2013greatbritain","nhulkenberg",91.494,1.356
"2013greatbritain","pmaldonado",91.638,2
"2013greatbritain","vbottas",91.674,1
"2013greatbritain","egutierrez",91.676,1
"2013greatbritain","cpic",92.876,1
"2013greatbritain","jbianchi",93.118,1
"2013greatbritain","nrosberg",90.12,1.2
"2013greatbritain","mchilton",94.868,1
"2013greatbritain","pdiresta",90.831,3
"2013greatbritain","gvandergarde",94.491,1
"2013greatbritain","svettel",90.211,1
"2013greatbritain","mwebber",90.268,1.367
"2013greatbritain","dricciardo",90.728,2.322
"2013greatbritain","asutil",90.789,2.8
"2013greatbritain","rgrosjean",90.94,2
"2013greatbritain","kraikkonen",90.975,2
"2013greatbritain","falonso",90.881,2
"2013germany","lhamilton",89.411,1.011
"2013germany","nhulkenberg",90.715,1.256
"2013germany","nrosberg",90.759,0.2
"2013germany","pdiresta",91.118,2
"2013germany","sperez",91.324,2
"2013germany","egutierrez",91.454,2
"2013germany","asutil",91.287,1.856
"2013germany","jvergne",91.475,2
"2013germany","vbottas",91.478,1
"2013germany","pmaldonado",91.492,1
"2013germany","jbianchi",92.848,1
"2013germany","svettel",89.501,1
"2013germany","gvandergarde",93.519,1
"2013germany","mchilton",93.883,1
"2013germany","cpic",92.722,1
"2013germany","mwebber",89.887,1.367
"2013germany","kraikkonen",90.088,2
"2013germany","rgrosjean",90.198,2
"2013germany","dricciardo",90.642,2.444
"2013germany","fmassa",90.692,2
"2013germany","falonso",90.802,2
"2013germany","jbutton",90.809,1.689
"2013germany","rgonzalez",NA,0
"2013hungary","lhamilton",79.423,1.078
"2013hungary","mwebber",80.508,0.289
"2013hungary","asutil",80.892,1.967
"2013hungary","nhulkenberg",80.617,1.2
"2013hungary","jbutton",80.824,1.722
"2013hungary","jvergne",81.065,2
"2013hungary","pmaldonado",80.852,2
"2013hungary","vbottas",81.055,2
"2013hungary","egutierrez",81.475,1
"2013hungary","pdiresta",81.794,1
"2013hungary","cpic",82.758,1
"2013hungary","svettel",79.426,1
"2013hungary","gvandergarde",83.084,1
"2013hungary","jbianchi",83.538,1
"2013hungary","mchilton",83.748,1
"2013hungary","rgrosjean",79.85,2
"2013hungary","nrosberg",79.729,1.167
"2013hungary","falonso",79.989,2
"2013hungary","kraikkonen",80.049,2
"2013hungary","fmassa",80.197,2
"2013hungary","dricciardo",80.639,2.356
"2013hungary","sperez",81.437,3
"2013hungary","rgonzalez",NA,0
"2013belgium","lhamilton",NA,0
"2013belgium","fmassa",NA,0
"2013belgium","nhulkenberg",NA,0
"2013belgium","asutil",NA,0
"2013belgium","sperez",NA,0
"2013belgium","gvandergarde",NA,0
"2013belgium","jbianchi",NA,0
"2013belgium","mchilton",NA,0
"2013belgium","pmaldonado",NA,0
"2013belgium","jvergne",NA,0
"2013belgium","dricciardo",NA,0
"2013belgium","svettel",NA,0
"2013belgium","vbottas",NA,0
"2013belgium","egutierrez",NA,0
"2013belgium","cpic",NA,0
"2013belgium","mwebber",NA,0
"2013belgium","nrosberg",NA,0
"2013belgium","pdiresta",NA,0
"2013belgium","jbutton",NA,0
"2013belgium","rgrosjean",NA,0
"2013belgium","kraikkonen",NA,0
"2013belgium","falonso",NA,0
"2013belgium","hkovalainen",NA,0
"2013italy","svettel",83.755,1
"2013italy","jvergne",84.388,2
"2013italy","kraikkonen",84.432,1.022
"2013italy","lhamilton",84.622,0.089
"2013italy","rgrosjean",84.667,1
"2013italy","pmaldonado",84.744,2
"2013italy","pdiresta",84.829,2
"2013italy","egutierrez",84.979,1
"2013italy","asutil",84.767,2
"2013italy","vbottas",85.044,1
"2013italy","gvandergarde",86.159,1
"2013italy","mwebber",83.99,1.244
"2013italy","cpic",86.316,1
"2013italy","jbianchi",86.838,1
"2013italy","mchilton",87.233,1
"2013italy","nhulkenberg",84.138,2.222
"2013italy","fmassa",84.215,2
"2013italy","falonso",84.094,2
"2013italy","nrosberg",84.197,1.322
"2013italy","dricciardo",84.197,2.356
"2013italy","sperez",84.435,2.9
"2013italy","jbutton",84.459,2.656
"2013italy","hkovalainen",NA,0
"2013italy","rgonzalez",NA,0
"2013italy","jcalado",NA,0
"2013singapore","svettel",102.841,1
"2013singapore","egutierrez",104.094,2
"2013singapore","nhulkenberg",104.166,1.056
"2013singapore","jvergne",104.352,2
"2013singapore","kraikkonen",104.265,1
"2013singapore","sperez",104.188,2
"2013singapore","asutil",104.802,2
"2013singapore","vbottas",104.915,2
"2013singapore","pdiresta",104.974,1
"2013singapore","pmaldonado",105.472,1
"2013singapore","cpic",106.964,1
"2013singapore","nrosberg",103.059,1.289
"2013singapore","gvandergarde",107.173,1
"2013singapore","jbianchi",107.683,1
"2013singapore","mchilton",107.783,1
"2013singapore","rgrosjean",103.311,2
"2013singapore","mwebber",103.178,1.167
"2013singapore","lhamilton",103.274,1.078
"2013singapore","fmassa",103.936,2
"2013singapore","falonso",103.85,2.022
"2013singapore","jbutton",104.109,2.678
"2013singapore","dricciardo",104.227,2.433
"2013korea","svettel",97.202,1
"2013korea","sperez",98.475,1.833
"2013korea","jbutton",98.402,1.878
"2013korea","dricciardo",98.352,1.256
"2013korea","mwebber",97.557,1.322
"2013korea","asutil",98.49,2
"2013korea","pdiresta",98.732,2
"2013korea","jvergne",98.709,2
"2013korea","vbottas",99.027,1
"2013korea","pmaldonado",99.544,1
"2013korea","cpic",100.421,1
"2013korea","lhamilton",97.485,1.189
"2013korea","gvandergarde",100.428,1
"2013korea","mchilton",100.879,1
"2013korea","jbianchi",100.726,1
"2013korea","rgrosjean",97.805,2
"2013korea","nrosberg",97.785,1.422
"2013korea","falonso",98.01,2
"2013korea","fmassa",98.264,2.033
"2013korea","nhulkenberg",98.071,2.133
"2013korea","egutierrez",98.339,3
"2013korea","kraikkonen",98.503,2
"2013korea","rgonzalez",NA,0
"2013korea","jcalado",NA,0
"2013japan","mwebber",90.985,1.211
"2013japan","jbutton",91.76,2.833
"2013japan","sperez",91.862,1.967
"2013japan","pdiresta",91.649,2
"2013japan","vbottas",91.823,2
"2013japan","egutierrez",91.878,2
"2013japan","pmaldonado",91.994,2
"2013japan","dricciardo",92.208,1.433
"2013japan","jvergne",92.572,1
"2013japan","mchilton",93.535,1
"2013japan","gvandergarde",94.094,1
"2013japan","svettel",91.089,1
"2013japan","cpic",93.771,1
"2013japan","jbianchi",94.173,1
"2013japan","asutil",92.105,1
"2013japan","lhamilton",91.274,1.122
"2013japan","rgrosjean",91.368,2
"2013japan","fmassa",91.426,2
"2013japan","nrosberg",91.44,1.333
"2013japan","nhulkenberg",91.65,2.089
"2013japan","falonso",91.649,2
"2013japan","kraikkonen",91.576,2
"2013japan","hkovalainen",NA,0
"2013india","svettel",84.119,1
"2013india","jbutton",86.016,2.7
"2013india","dricciardo",85.817,1.5
"2013india","pdiresta",86.026,2
"2013india","asutil",86.169,2
"2013india","jvergne",86.193,2
"2013india","vbottas",86.373,2
"2013india","egutierrez",86.413,2
"2013india","rgrosjean",NA,0
"2013india","pmaldonado",86.969,1
"2013india","jbianchi",87.097,1
"2013india","nrosberg",85.091,1.422
"2013india","gvandergarde",87.232,1
"2013india","cpic",87.614,1
"2013india","mchilton",88.265,1
"2013india","lhamilton",85.009,1.122
"2013india","mwebber",85.106,1.2
"2013india","fmassa",85.464,2.067
"2013india","kraikkonen",85.373,2
"2013india","nhulkenberg",85.527,2.156
"2013india","falonso",85.509,2
"2013india","sperez",86.013,2.911
"2013india","jcalado",NA,0
"2013abudhabi","mwebber",99.974,1.033
"2013abudhabi","falonso",101.017,1
"2013abudhabi","pdiresta",101.081,2
"2013abudhabi","jbutton",101.175,1.711
"2013abudhabi","jvergne",101.162,2
"2013abudhabi","pmaldonado",101.057,2
"2013abudhabi","vbottas",101.331,2
"2013abudhabi","egutierrez",101.428,1
"2013abudhabi","asutil",101.48,1
"2013abudhabi","gvandergarde",102.681,1
"2013abudhabi","cpic",102.957,1
"2013abudhabi","svettel",100.075,1
"2013abudhabi","mchilton",103.627,1
"2013abudhabi","jbianchi",102.827,1
"2013abudhabi","kraikkonen",100.719,2.011
"2013abudhabi","nrosberg",100.412,1.478
"2013abudhabi","lhamilton",100.485,1.189
"2013abudhabi","nhulkenberg",100.734,2.111
"2013abudhabi","rgrosjean",100.934,2.011
"2013abudhabi","fmassa",100.957,2.056
"2013abudhabi","sperez",100.967,2.867
"2013abudhabi","dricciardo",101.004,2.389
"2013abudhabi","hkovalainen",NA,0
"2013abudhabi","rgonzalez",NA,0
"2013abudhabi","jcalado",NA,0
"2013usa","svettel",96.338,1
"2013usa","dricciardo",98.045,1.356
"2013usa","pdiresta",98.154,2
"2013usa","nrosberg",98.17,0.544
"2013usa","fmassa",98.421,1.167
"2013usa","jvergne",98.425,2
"2013usa","jbutton",98.038,1.822
"2013usa","asutil",98.719,1
"2013usa","pmaldonado",98.82,1
"2013usa","gvandergarde",99.96,1
"2013usa","jbianchi",99.997,1
"2013usa","mwebber",96.503,1.1
"2013usa","egutierrez",97.807,3
"2013usa","mchilton",100.87,1
"2013usa","cpic",100.065,1
"2013usa","rgrosjean",97.242,2
"2013usa","nhulkenberg",97.479,2.089
"2013usa","lhamilton",97.382,1.133
"2013usa","falonso",97.275,2
"2013usa","sperez",97.701,2.767
"2013usa","hkovalainen",97.804,2.256
"2013usa","vbottas",97.457,3
"2013usa","arossi",NA,0
"2013usa","rgonzalez",NA,0
"2013usa","dkvyat",NA,0
"2013brazil","svettel",NA,0
"2013brazil","nhulkenberg",NA,0
"2013brazil","hkovalainen",NA,0
"2013brazil","pdiresta",NA,0
"2013brazil","vbottas",NA,0
"2013brazil","jbutton",NA,0
"2013brazil","asutil",NA,0
"2013brazil","pmaldonado",NA,0
"2013brazil","egutierrez",NA,0
"2013brazil","cpic",NA,0
"2013brazil","sperez",NA,0
"2013brazil","nrosberg",NA,0
"2013brazil","gvandergarde",NA,0
"2013brazil","jbianchi",NA,0
"2013brazil","mchilton",NA,0
"2013brazil","falonso",NA,0
"2013brazil","mwebber",NA,0
"2013brazil","lhamilton",NA,0
"2013brazil","rgrosjean",NA,0
"2013brazil","dricciardo",NA,0
"2013brazil","jvergne",NA,0
"2013brazil","fmassa",NA,0
"2013brazil","rgonzalez",NA,0
"2013brazil","jcalado",NA,0
"2013brazil","dkvyat",NA,0
"2014australia","lhamilton",NA,0
"2014australia","jbutton",NA,0
"2014australia","kraikkonen",NA,0
"2014australia","svettel",NA,0
"2014australia","asutil",93.673,0.867
"2014australia","kkobayashi",94.274,1
"2014australia","vbottas",NA,0
"2014australia","sperez",NA,0
"2014australia","mchilton",94.293,1
"2014australia","jbianchi",94.794,1
"2014australia","mericsson",95.157,1
"2014australia","dricciardo",NA,0
"2014australia","egutierrez",95.117,0.867
"2014australia","pmaldonado",NA,0
"2014australia","rgrosjean",NA,0
"2014australia","nrosberg",NA,0
"2014australia","kmagnussen",NA,0
"2014australia","falonso",NA,0
"2014australia","jvergne",NA,0
"2014australia","nhulkenberg",NA,0
"2014australia","dkvyat",NA,0
"2014australia","fmassa",NA,0
"2014malaysia","lhamilton",NA,0
"2014malaysia","jbutton",NA,0
"2014malaysia","dkvyat",NA,0
"2014malaysia","egutierrez",NA,0
"2014malaysia","fmassa",NA,0
"2014malaysia","sperez",NA,0
"2014malaysia","rgrosjean",NA,0
"2014malaysia","pmaldonado",NA,0
"2014malaysia","asutil",NA,0
"2014malaysia","vbottas",NA,0
"2014malaysia","jbianchi",NA,0
"2014malaysia","svettel",NA,0
"2014malaysia","kkobayashi",NA,0
"2014malaysia","mchilton",NA,0
"2014malaysia","mericsson",NA,0
"2014malaysia","nrosberg",NA,0
"2014malaysia","falonso",NA,0
"2014malaysia","dricciardo",NA,0
"2014malaysia","kraikkonen",NA,0
"2014malaysia","nhulkenberg",NA,0
"2014malaysia","kmagnussen",NA,0
"2014malaysia","jvergne",NA,0
"2014bahrain","nrosberg",93.185,1
"2014bahrain","svettel",94.688,1
"2014bahrain","nhulkenberg",94.7,1.189
"2014bahrain","dkvyat",94.8,1.233
"2014bahrain","dricciardo",94.109,1.311
"2014bahrain","jvergne",94.993,1.233
"2014bahrain","egutierrez",95.678,2
"2014bahrain","rgrosjean",95.73,2
"2014bahrain","pmaldonado",95.858,1
"2014bahrain","kkobayashi",96.28,1
"2014bahrain","jbianchi",96.505,1
"2014bahrain","lhamilton",93.464,1
"2014bahrain","mericsson",97.07,1
"2014bahrain","mchilton",97.108,1
"2014bahrain","asutil",96.035,1
"2014bahrain","vbottas",94.329,1.378
"2014bahrain","sperez",94.381,2.189
"2014bahrain","kraikkonen",94.496,2.056
"2014bahrain","jbutton",94.402,2
"2014bahrain","fmassa",94.528,2
"2014bahrain","kmagnussen",94.66,2
"2014bahrain","falonso",94.709,2
"2014bahrain","gvandergarde",NA,0
"2014bahrain","lnasr",NA,0
"2014bahrain","rfrijns",NA,0
"2014china","lhamilton",NA,0
"2014china","rgrosjean",NA,0
"2014china","kraikkonen",NA,0
"2014china","jbutton",NA,0
"2014china","dkvyat",NA,0
"2014china","asutil",NA,0
"2014china","kmagnussen",NA,0
"2014china","sperez",NA,0
"2014china","egutierrez",NA,0
"2014china","kkobayashi",NA,0
"2014china","jbianchi",NA,0
"2014china","dricciardo",NA,0
"2014china","mericsson",NA,0
"2014china","mchilton",NA,0
"2014china","pmaldonado",NA,0
"2014china","svettel",NA,0
"2014china","nrosberg",NA,0
"2014china","falonso",NA,0
"2014china","fmassa",NA,0
"2014china","vbottas",NA,0
"2014china","nhulkenberg",NA,0
"2014china","jvergne",NA,0
"2014china","gvandergarde",NA,0
"2014china","lnasr",NA,0
"2014spain","lhamilton",85.232,1
"2014spain","nhulkenberg",87.354,1.144
"2014spain","sperez",87.663,1.222
"2014spain","dkvyat",87.598,1.289
"2014spain","egutierrez",87.716,2
"2014spain","kmagnussen",NA,0
"2014spain","svettel",86.736,0.889
"2014spain","asutil",87.657,1
"2014spain","mchilton",88.68,1
"2014spain","jbianchi",89.271,1
"2014spain","mericsson",89.406,1
"2014spain","nrosberg",85.4,1
"2014spain","kkobayashi",89.469,1
"2014spain","jvergne",87.288,0.178
"2014spain","pmaldonado",NA,0
"2014spain","dricciardo",86.286,1.1
"2014spain","vbottas",86.71,1.144
"2014spain","rgrosjean",87.156,3
"2014spain","kraikkonen",87.061,2
"2014spain","falonso",87.196,1.633
"2014spain","jbutton",87.294,2
"2014spain","fmassa",87.154,1.544
"2014spain","gvandergarde",NA,0
"2014spain","lnasr",NA,0
"2014monaco","nrosberg",75.989,1
"2014monaco","sperez",77.992,2.367
"2014monaco","nhulkenberg",77.853,1.144
"2014monaco","jbutton",77.935,1.056
"2014monaco","vbottas",78.048,0.178
"2014monaco","rgrosjean",78.103,2
"2014monaco","pmaldonado",78.308,2
"2014monaco","fmassa",NA,0
"2014monaco","egutierrez",78.45,1
"2014monaco","asutil",78.454,1
"2014monaco","mchilton",79.637,1
"2014monaco","lhamilton",76.048,1
"2014monaco","kkobayashi",79.842,1
"2014monaco","jbianchi",79.041,1
"2014monaco","mericsson",81.441,1
"2014monaco","dricciardo",76.458,1.1
"2014monaco","svettel",76.769,1.822
"2014monaco","falonso",76.894,1.767
"2014monaco","kraikkonen",77.406,2.289
"2014monaco","jvergne",77.538,2.322
"2014monaco","kmagnussen",77.565,2
"2014monaco","dkvyat",77.896,2.333
"2014canada","nrosberg",74.874,1
"2014canada","kraikkonen",76.121,2
"2014canada","nhulkenberg",76.083,1
"2014canada","kmagnussen",76.093,1
"2014canada","sperez",76.323,1.067
"2014canada","rgrosjean",76.653,2
"2014canada","dkvyat",76.481,1.033
"2014canada","asutil",76.86,2
"2014canada","pmaldonado",77.433,1
"2014canada","mchilton",77.453,1
"2014canada","jbianchi",77.464,1
"2014canada","lhamilton",74.953,1
"2014canada","mericsson",78.925,1
"2014canada","kkobayashi",78.383,1
"2014canada","egutierrez",NA,0
"2014canada","svettel",75.72,2
"2014canada","vbottas",75.555,1.156
"2014canada","fmassa",75.568,1.811
"2014canada","dricciardo",75.62,1.511
"2014canada","falonso",75.864,2
"2014canada","jvergne",76.1,2
"2014canada","jbutton",76.089,2
"2014canada","arossi",NA,0
"2014austria","fmassa",68.969,1.544
"2014austria","nhulkenberg",69.826,1.244
"2014austria","jbutton",69.897,1
"2014austria","svettel",69.918,1
"2014austria","pmaldonado",70.332,2
"2014austria","jvergne",70.132,1.311
"2014austria","sperez",69.882,1.4
"2014austria","asutil",70.613,1
"2014austria","egutierrez",71.137,1
"2014austria","jbianchi",71.2,1
"2014austria","kkobayashi",71.461,1
"2014austria","vbottas",68.915,1.233
"2014austria","mericsson",72.461,1
"2014austria","mchilton",71.563,1
"2014austria","rgrosjean",70.504,2
"2014austria","nrosberg",68.944,1
"2014austria","falonso",69.44,2
"2014austria","dricciardo",69.542,1.356
"2014austria","kmagnussen",69.552,2
"2014austria","dkvyat",69.596,2.256
"2014austria","kraikkonen",70.27,2.144
"2014austria","lhamilton",NA,0
"2014greatbritain","nrosberg",NA,0
"2014greatbritain","jvergne",NA,0
"2014greatbritain","rgrosjean",NA,0
"2014greatbritain","jbianchi",NA,0
"2014greatbritain","asutil",NA,0
"2014greatbritain","vbottas",NA,0
"2014greatbritain","fmassa",NA,0
"2014greatbritain","falonso",NA,0
"2014greatbritain","mchilton",NA,0
"2014greatbritain","kraikkonen",NA,0
"2014greatbritain","egutierrez",NA,0
"2014greatbritain","svettel",NA,0
"2014greatbritain","pmaldonado",NA,0
"2014greatbritain","mericsson",NA,0
"2014greatbritain","kkobayashi",NA,0
"2014greatbritain","jbutton",NA,0
"2014greatbritain","nhulkenberg",NA,0
"2014greatbritain","kmagnussen",NA,0
"2014greatbritain","lhamilton",NA,0
"2014greatbritain","sperez",NA,0
"2014greatbritain","dricciardo",NA,0
"2014greatbritain","dkvyat",NA,0
"2014greatbritain","gvandergarde",NA,0
"2014greatbritain","rfrijns",NA,0
"2014greatbritain","djuncadella",NA,0
"2014greatbritain","swolff",NA,0
"2014germany","nrosberg",76.54,1
"2014germany","sperez",78.037,2.356
"2014germany","jbutton",77.933,1
"2014germany","kraikkonen",78.018,1.244
"2014germany","jvergne",78.019,1.389
"2014germany","rgrosjean",78.562,2
"2014germany","asutil",78.648,1
"2014germany","egutierrez",78.386,2
"2014germany","jbianchi",79.182,1
"2014germany","pmaldonado",79.701,1
"2014germany","kkobayashi",79.914,1
"2014germany","vbottas",76.759,1
"2014germany","lhamilton",NA,0
"2014germany","mchilton",79.995,1
"2014germany","mericsson",NA,0
"2014germany","fmassa",77.085,1.256
"2014germany","kmagnussen",77.371,2
"2014germany","dricciardo",77.327,1.2
"2014germany","svettel",77.482,2
"2014germany","falonso",77.631,1.7
"2014germany","dkvyat",77.921,2.289
"2014germany","nhulkenberg",77.952,2.278
"2014germany","gvandergarde",NA,0
"2014germany","swolff",NA,0
"2014hungary","nrosberg",82.715,1
"2014hungary","dkvyat",84.592,1
"2014hungary","asutil",85.222,1.344
"2014hungary","sperez",85.097,1
"2014hungary","egutierrez",85.235,1.356
"2014hungary","rgrosjean",85.338,1.2
"2014hungary","jbianchi",86.904,2
"2014hungary","kraikkonen",NA,0
"2014hungary","kkobayashi",86.913,1
"2014hungary","mchilton",87.593,1
"2014hungary","mericsson",88.417,1
"2014hungary","svettel",83.313,1.622
"2014hungary","pmaldonado",NA,0
"2014hungary","kmagnussen",84.471,1
"2014hungary","lhamilton",NA,0
"2014hungary","vbottas",83.357,1.011
"2014hungary","dricciardo",83.402,1.067
"2014hungary","falonso",83.986,1.511
"2014hungary","fmassa",84.192,1.111
"2014hungary","jbutton",84.341,2
"2014hungary","jvergne",84.622,2
"2014hungary","nhulkenberg",84.654,2
"2014belgium","nrosberg",NA,0
"2014belgium","jbutton",NA,0
"2014belgium","dkvyat",NA,0
"2014belgium","jvergne",NA,0
"2014belgium","sperez",NA,0
"2014belgium","asutil",NA,0
"2014belgium","rgrosjean",NA,0
"2014belgium","jbianchi",NA,0
"2014belgium","pmaldonado",NA,0
"2014belgium","nhulkenberg",NA,0
"2014belgium","mchilton",NA,0
"2014belgium","lhamilton",NA,0
"2014belgium","egutierrez",NA,0
"2014belgium","alotterer",NA,0
"2014belgium","mericsson",NA,0
"2014belgium","svettel",NA,0
"2014belgium","falonso",NA,0
"2014belgium","dricciardo",NA,0
"2014belgium","vbottas",NA,0
"2014belgium","kmagnussen",NA,0
"2014belgium","kraikkonen",NA,0
"2014belgium","fmassa",NA,0
"2014belgium","gvandergarde",NA,0
"2014belgium","arossi",NA,0
"2014italy","lhamilton",84.109,1
"2014italy","sperez",85.815,2.4
"2014italy","kraikkonen",85.9,1.189
"2014italy","jvergne",85.797,1.489
"2014italy","nhulkenberg",85.968,1.367
"2014italy","asutil",86.403,2
"2014italy","egutierrez",86.437,2
"2014italy","pmaldonado",86.955,1
"2014italy","rgrosjean",87.067,1
"2014italy","kkobayashi",87.106,1
"2014italy","jbianchi",87.173,1
"2014italy","nrosberg",84.383,1
