"racename","driver","anycarproblem","confidentcarproblem"
"2013germany","asutil",0,1
"2013germany","jvergne",0,1
"2013germany","vbottas",0,1
"2013germany","pmaldonado",0,1
"2013germany","jbianchi",0,1
"2013germany","svettel",0,1
"2013germany","gvandergarde",0,1
"2013germany","mchilton",0,1
"2013germany","cpic",0,1
"2013germany","mwebber",0,1
"2013germany","kraikkonen",0,1
"2013germany","rgrosjean",0,1
"2013germany","dricciardo",0,1
"2013germany","fmassa",0,1
"2013germany","falonso",0,1
"2013germany","jbutton",0,1
"2013germany","rgonzalez",0,1
"2013hungary","lhamilton",0,1
"2013hungary","mwebber",0,1
"2013hungary","asutil",0,1
"2013hungary","nhulkenberg",0,1
"2013hungary","jbutton",0,1
"2013hungary","jvergne",0,1
"2013hungary","pmaldonado",0,1
"2013hungary","vbottas",0,1
"2013hungary","egutierrez",0,1
"2013hungary","pdiresta",0,1
"2013hungary","cpic",0,1
"2013hungary","svettel",0,1
"2013hungary","gvandergarde",0,1
"2013hungary","jbianchi",0,1
"2013hungary","mchilton",0,1
"2013hungary","rgrosjean",0,1
"2013hungary","nrosberg",0,1
"2013hungary","falonso",0,1
"2013hungary","kraikkonen",0,1
"2013hungary","fmassa",0,1
"2013hungary","dricciardo",0,1
"2013hungary","sperez",0,1
"2013hungary","rgonzalez",0,1
"2013belgium","lhamilton",0,1
"2013belgium","fmassa",0,1
"2013belgium","nhulkenberg",0,1
"2013belgium","asutil",0,1
"2013belgium","sperez",0,1
"2013belgium","gvandergarde",0,1
"2013belgium","jbianchi",0,1
"2013belgium","mchilton",0,1
"2013belgium","pmaldonado",0,1
"2013belgium","jvergne",0,1
"2013belgium","dricciardo",0,1
"2013belgium","svettel",0,1
"2013belgium","vbottas",0,1
"2013belgium","egutierrez",0,1
"2013belgium","cpic",0,1
"2013belgium","mwebber",0,1
"2013belgium","nrosberg",0,1
"2013belgium","pdiresta",0,1
"2013belgium","jbutton",0,1
"2013belgium","rgrosjean",0,1
"2013belgium","kraikkonen",0,1
"2013belgium","falonso",0,1
"2013belgium","hkovalainen",0,1
"2013italy","svettel",0,1
"2013italy","jvergne",0,1
"2013italy","kraikkonen",0,1
"2013italy","lhamilton",0,1
"2013italy","rgrosjean",0,1
"2013italy","pmaldonado",0,1
"2013italy","pdiresta",0,1
"2013italy","egutierrez",0,1
"2013italy","asutil",0,1
"2013italy","vbottas",0,1
"2013italy","gvandergarde",0,1
"2013italy","mwebber",0,1
"2013italy","cpic",0,1
"2013italy","jbianchi",0,1
"2013italy","mchilton",0,1
"2013italy","nhulkenberg",0,1
"2013italy","fmassa",0,1
"2013italy","falonso",0,1
"2013italy","nrosberg",0,1
"2013italy","dricciardo",0,1
"2013italy","sperez",0,1
"2013italy","jbutton",0,1
"2013italy","hkovalainen",0,1
"2013italy","rgonzalez",0,1
"2013italy","jcalado",0,1
"2013singapore","svettel",0,1
"2013singapore","egutierrez",0,1
"2013singapore","nhulkenberg",0,1
"2013singapore","jvergne",0,1
"2013singapore","kraikkonen",0,1
"2013singapore","sperez",0,1
"2013singapore","asutil",0,1
"2013singapore","vbottas",0,1
"2013singapore","pdiresta",0,1
"2013singapore","pmaldonado",0,1
"2013singapore","cpic",0,1
"2013singapore","nrosberg",0,1
"2013singapore","gvandergarde",0,1
"2013singapore","jbianchi",0,1
"2013singapore","mchilton",0,1
"2013singapore","rgrosjean",0,1
"2013singapore","mwebber",1,1
"2013singapore","lhamilton",0,1
"2013singapore","fmassa",0,1
"2013singapore","falonso",0,1
"2013singapore","jbutton",0,1
"2013singapore","dricciardo",0,1
"2013korea","svettel",0,1
"2013korea","sperez",0,1
"2013korea","jbutton",0,1
"2013korea","dricciardo",0,1
"2013korea","mwebber",0,1
"2013korea","asutil",0,1
"2013korea","pdiresta",0,1
"2013korea","jvergne",0,1
"2013korea","vbottas",0,1
"2013korea","pmaldonado",0,1
"2013korea","cpic",0,1
"2013korea","lhamilton",0,1
"2013korea","gvandergarde",0,1
"2013korea","mchilton",0,1
"2013korea","jbianchi",0,1
"2013korea","rgrosjean",0,1
"2013korea","nrosberg",0,1
"2013korea","falonso",0,1
"2013korea","fmassa",0,1
"2013korea","nhulkenberg",0,1
"2013korea","egutierrez",0,1
"2013korea","kraikkonen",0,1
"2013korea","rgonzalez",0,1
"2013korea","jcalado",0,1
"2013japan","mwebber",0,1
"2013japan","jbutton",0,1
"2013japan","sperez",0,1
"2013japan","pdiresta",0,1
"2013japan","vbottas",0,1
"2013japan","egutierrez",0,1
"2013japan","pmaldonado",0,1
"2013japan","dricciardo",0,1
"2013japan","jvergne",0,1
"2013japan","mchilton",0,1
"2013japan","gvandergarde",0,1
"2013japan","svettel",0,1
"2013japan","cpic",0,1
"2013japan","jbianchi",0,1
"2013japan","asutil",0,1
"2013japan","lhamilton",1,1
"2013japan","rgrosjean",0,1
"2013japan","fmassa",0,1
"2013japan","nrosberg",0,1
"2013japan","nhulkenberg",0,1
"2013japan","falonso",0,1
"2013japan","kraikkonen",0,1
"2013japan","hkovalainen",0,1
"2013india","svettel",0,1
"2013india","jbutton",0,1
"2013india","dricciardo",0,1
"2013india","pdiresta",0,1
"2013india","asutil",0,1
"2013india","jvergne",0,1
"2013india","vbottas",0,1
"2013india","egutierrez",0,1
"2013india","rgrosjean",0,1
"2013india","pmaldonado",0,1
"2013india","jbianchi",0,1
"2013india","nrosberg",0,1
"2013india","gvandergarde",0,1
"2013india","cpic",0,1
"2013india","mchilton",0,1
"2013india","lhamilton",0,1
"2013india","mwebber",0,1
"2013india","fmassa",0,1
"2013india","kraikkonen",0,1
"2013india","nhulkenberg",0,1
"2013india","falonso",0,1
"2013india","sperez",0,1
"2013india","jcalado",0,1
"2013abudhabi","mwebber",0,1
"2013abudhabi","falonso",0,1
"2013abudhabi","pdiresta",0,1
"2013abudhabi","jbutton",0,1
"2013abudhabi","jvergne",0,1
"2013abudhabi","pmaldonado",0,1
"2013abudhabi","vbottas",0,1
"2013abudhabi","egutierrez",0,1
"2013abudhabi","asutil",0,1
"2013abudhabi","gvandergarde",0,1
"2013abudhabi","cpic",0,1
"2013abudhabi","svettel",0,1
"2013abudhabi","mchilton",0,1
"2013abudhabi","jbianchi",0,1
"2013abudhabi","kraikkonen",0,1
"2013abudhabi","nrosberg",0,1
"2013abudhabi","lhamilton",0,1
"2013abudhabi","nhulkenberg",0,1
"2013abudhabi","rgrosjean",0,1
"2013abudhabi","fmassa",0,1
"2013abudhabi","sperez",0,1
"2013abudhabi","dricciardo",0,1
"2013abudhabi","hkovalainen",0,1
"2013abudhabi","rgonzalez",0,1
"2013abudhabi","jcalado",0,1
"2013usa","svettel",0,1
"2013usa","dricciardo",0,1
"2013usa","pdiresta",0,1
"2013usa","nrosberg",0,1
"2013usa","fmassa",0,1
"2013usa","jvergne",0,1
"2013usa","jbutton",0,1
"2013usa","asutil",0,1
"2013usa","pmaldonado",0,1
"2013usa","gvandergarde",0,1
"2013usa","jbianchi",0,1
"2013usa","mwebber",0,1
"2013usa","egutierrez",0,1
"2013usa","mchilton",0,1
"2013usa","cpic",0,1
"2013usa","rgrosjean",0,1
"2013usa","nhulkenberg",0,1
"2013usa","lhamilton",0,1
"2013usa","falonso",0,1
"2013usa","sperez",0,1
"2013usa","hkovalainen",0,1
"2013usa","vbottas",0,1
"2013usa","arossi",0,1
"2013usa","rgonzalez",0,1
"2013usa","dkvyat",0,1
"2013brazil","svettel",0,1
"2013brazil","nhulkenberg",0,1
"2013brazil","hkovalainen",0,1
"2013brazil","pdiresta",0,1
"2013brazil","vbottas",0,1
"2013brazil","jbutton",0,1
"2013brazil","asutil",0,1
"2013brazil","pmaldonado",0,1
"2013brazil","egutierrez",0,1
"2013brazil","cpic",0,1
"2013brazil","sperez",0,1
"2013brazil","nrosberg",0,1
"2013brazil","gvandergarde",0,1
"2013brazil","jbianchi",0,1
"2013brazil","mchilton",0,1
"2013brazil","falonso",0,1
"2013brazil","mwebber",0,1
"2013brazil","lhamilton",0,1
"2013brazil","rgrosjean",0,1
"2013brazil","dricciardo",0,1
"2013brazil","jvergne",0,1
"2013brazil","fmassa",0,1
"2013brazil","rgonzalez",0,1
"2013brazil","jcalado",0,1
"2013brazil","dkvyat",0,1
"2014australia","lhamilton",0,1
"2014australia","jbutton",0,1
"2014australia","kraikkonen",0,1
"2014australia","svettel",0,1
"2014australia","asutil",1,1
"2014australia","kkobayashi",0,1
"2014australia","vbottas",0,1
"2014australia","sperez",0,1
"2014australia","mchilton",0,1
"2014australia","jbianchi",0,1
"2014australia","mericsson",0,1
"2014australia","dricciardo",0,1
"2014australia","egutierrez",0,1
"2014australia","pmaldonado",1,1
"2014australia","rgrosjean",0,1
"2014australia","nrosberg",0,1
"2014australia","kmagnussen",0,1
"2014australia","falonso",0,1
"2014australia","jvergne",0,1
"2014australia","nhulkenberg",0,1
"2014australia","dkvyat",0,1
"2014australia","fmassa",0,1
"2014malaysia","lhamilton",0,1
"2014malaysia","jbutton",0,1
"2014malaysia","dkvyat",0,1
"2014malaysia","egutierrez",0,1
"2014malaysia","fmassa",0,1
"2014malaysia","sperez",0,1
"2014malaysia","rgrosjean",0,1
"2014malaysia","pmaldonado",1,1
"2014malaysia","asutil",0,1
"2014malaysia","vbottas",0,1
"2014malaysia","jbianchi",1,1
"2014malaysia","svettel",0,1
"2014malaysia","kkobayashi",0,1
"2014malaysia","mchilton",0,1
"2014malaysia","mericsson",0,1
"2014malaysia","nrosberg",0,1
"2014malaysia","falonso",0,1
"2014malaysia","dricciardo",1,1
"2014malaysia","kraikkonen",0,1
"2014malaysia","nhulkenberg",0,1
"2014malaysia","kmagnussen",0,1
"2014malaysia","jvergne",0,1
"2014bahrain","nrosberg",0,1
"2014bahrain","svettel",0,1
"2014bahrain","nhulkenberg",0,1
"2014bahrain","dkvyat",0,1
"2014bahrain","dricciardo",0,1
"2014bahrain","jvergne",0,1
"2014bahrain","egutierrez",0,1
"2014bahrain","rgrosjean",0,1
"2014bahrain","pmaldonado",0,1
"2014bahrain","kkobayashi",1,1
"2014bahrain","jbianchi",1,1
"2014bahrain","lhamilton",0,1
"2014bahrain","mericsson",0,1
"2014bahrain","mchilton",0,1
"2014bahrain","asutil",0,1
"2014bahrain","vbottas",0,1
"2014bahrain","sperez",0,1
"2014bahrain","kraikkonen",0,1
"2014bahrain","jbutton",0,1
"2014bahrain","fmassa",0,1
"2014bahrain","kmagnussen",0,1
"2014bahrain","falonso",0,1
"2014bahrain","gvandergarde",0,1
"2014bahrain","lnasr",0,1
"2014bahrain","rfrijns",0,1
"2014china","lhamilton",0,1
"2014china","rgrosjean",0,1
"2014china","kraikkonen",0,1
"2014china","jbutton",0,1
"2014china","dkvyat",0,1
"2014china","asutil",1,1
"2014china","kmagnussen",0,1
"2014china","sperez",0,1
"2014china","egutierrez",0,1
"2014china","kkobayashi",0,1
"2014china","jbianchi",0,1
"2014china","dricciardo",0,1
"2014china","mericsson",0,1
"2014china","mchilton",0,1
"2014china","pmaldonado",0,1
"2014china","svettel",0,1
"2014china","nrosberg",0,1
"2014china","falonso",0,1
"2014china","fmassa",0,1
"2014china","vbottas",0,1
"2014china","nhulkenberg",0,1
"2014china","jvergne",0,1
"2014china","gvandergarde",0,1
"2014china","lnasr",0,1
"2014spain","lhamilton",0,1
"2014spain","nhulkenberg",0,1
"2014spain","sperez",0,1
"2014spain","dkvyat",0,1
"2014spain","egutierrez",0,1
"2014spain","kmagnussen",0,1
"2014spain","svettel",0,1
"2014spain","asutil",0,1
"2014spain","mchilton",0,1
"2014spain","jbianchi",0,1
"2014spain","mericsson",0,1
"2014spain","nrosberg",0,1
"2014spain","kkobayashi",0,1
"2014spain","jvergne",0,1
"2014spain","pmaldonado",0,1
"2014spain","dricciardo",0,1
"2014spain","vbottas",0,1
"2014spain","rgrosjean",0,1
"2014spain","kraikkonen",0,1
"2014spain","falonso",0,1
"2014spain","jbutton",0,1
"2014spain","fmassa",0,1
"2014spain","gvandergarde",0,1
"2014spain","lnasr",0,1
"2014monaco","nrosberg",0,1
"2014monaco","sperez",0,1
"2014monaco","nhulkenberg",0,1
"2014monaco","jbutton",0,1
"2014monaco","vbottas",0,1
"2014monaco","rgrosjean",0,1
"2014monaco","pmaldonado",0,1
"2014monaco","fmassa",0,1
"2014monaco","egutierrez",0,1
"2014monaco","asutil",0,1
"2014monaco","mchilton",0,1
"2014monaco","lhamilton",1,1
"2014monaco","kkobayashi",1,1
"2014monaco","jbianchi",0,1
"2014monaco","mericsson",0,1
"2014monaco","dricciardo",0,1
"2014monaco","svettel",0,1
"2014monaco","falonso",0,1
"2014monaco","kraikkonen",0,1
"2014monaco","jvergne",0,1
"2014monaco","kmagnussen",0,1
"2014monaco","dkvyat",0,1
"2014canada","nrosberg",1,1
"2014canada","kraikkonen",0,1
"2014canada","nhulkenberg",0,1
"2014canada","kmagnussen",0,1
"2014canada","sperez",0,1
"2014canada","rgrosjean",0,1
"2014canada","dkvyat",0,1
"2014canada","asutil",0,1
"2014canada","pmaldonado",0,1
"2014canada","mchilton",0,1
"2014canada","jbianchi",0,1
"2014canada","lhamilton",1,1
"2014canada","mericsson",0,1
"2014canada","kkobayashi",0,1
"2014canada","egutierrez",0,1
"2014canada","svettel",0,1
"2014canada","vbottas",0,1
"2014canada","fmassa",0,1
"2014canada","dricciardo",0,1
"2014canada","falonso",0,1
"2014canada","jvergne",0,1
"2014canada","jbutton",0,1
"2014canada","arossi",0,1
"2014austria","fmassa",0,1
"2014austria","nhulkenberg",0,1
"2014austria","jbutton",0,1
"2014austria","svettel",0,1
"2014austria","pmaldonado",0,1
"2014austria","jvergne",0,1
"2014austria","sperez",0,1
"2014austria","asutil",0,1
"2014austria","egutierrez",0,1
"2014austria","jbianchi",0,1
"2014austria","kkobayashi",0,1
"2014austria","vbottas",0,1
"2014austria","mericsson",0,1
"2014austria","mchilton",0,1
"2014austria","rgrosjean",0,1
"2014austria","nrosberg",0,1
"2014austria","falonso",0,1
"2014austria","dricciardo",0,1
"2014austria","kmagnussen",0,1
"2014austria","dkvyat",0,1
"2014austria","kraikkonen",0,1
"2014austria","lhamilton",0,1
"2014greatbritain","nrosberg",1,1
"2014greatbritain","jvergne",0,1
"2014greatbritain","rgrosjean",0,1
"2014greatbritain","jbianchi",0,1
"2014greatbritain","asutil",0,1
"2014greatbritain","vbottas",0,1
"2014greatbritain","fmassa",0,1
"2014greatbritain","falonso",0,1
"2014greatbritain","mchilton",0,1
"2014greatbritain","kraikkonen",0,1
"2014greatbritain","egutierrez",0,1
"2014greatbritain","svettel",0,1
"2014greatbritain","pmaldonado",0,1
"2014greatbritain","mericsson",0,1
"2014greatbritain","kkobayashi",0,1
"2014greatbritain","jbutton",0,1
"2014greatbritain","nhulkenberg",0,1
"2014greatbritain","kmagnussen",0,1
"2014greatbritain","lhamilton",0,1
"2014greatbritain","sperez",0,1
"2014greatbritain","dricciardo",0,1
"2014greatbritain","dkvyat",0,1
"2014greatbritain","gvandergarde",0,1
"2014greatbritain","rfrijns",0,1
"2014greatbritain","djuncadella",0,1
"2014greatbritain","swolff",0,1
"2014germany","nrosberg",0,1
"2014germany","sperez",0,1
"2014germany","jbutton",0,1
"2014germany","kraikkonen",0,1
"2014germany","jvergne",0,1
"2014germany","rgrosjean",0,1
"2014germany","asutil",0,1
"2014germany","egutierrez",0,1
"2014germany","jbianchi",0,1
"2014germany","pmaldonado",0,1
"2014germany","kkobayashi",0,1
"2014germany","vbottas",0,1
"2014germany","lhamilton",0,1
"2014germany","mchilton",0,1
"2014germany","mericsson",0,1
"2014germany","fmassa",0,1
"2014germany","kmagnussen",0,1
"2014germany","dricciardo",0,1
"2014germany","svettel",0,1
"2014germany","falonso",0,1
"2014germany","dkvyat",0,1
"2014germany","nhulkenberg",0,1
"2014germany","gvandergarde",0,1
"2014germany","swolff",0,1
"2014hungary","nrosberg",0,1
"2014hungary","dkvyat",0,1
"2014hungary","asutil",0,1
"2014hungary","sperez",0,1
"2014hungary","egutierrez",0,1
"2014hungary","rgrosjean",0,1
"2014hungary","jbianchi",0,1
"2014hungary","kraikkonen",0,1
"2014hungary","kkobayashi",0,1
"2014hungary","mchilton",0,1
"2014hungary","mericsson",0,1
"2014hungary","svettel",0,1
"2014hungary","pmaldonado",0,1
"2014hungary","kmagnussen",0,1
"2014hungary","lhamilton",0,1
"2014hungary","vbottas",0,1
"2014hungary","dricciardo",0,1
"2014hungary","falonso",0,1
"2014hungary","fmassa",0,1
"2014hungary","jbutton",0,1
"2014hungary","jvergne",0,1
"2014hungary","nhulkenberg",0,1
"2014belgium","nrosberg",0,1
"2014belgium","jbutton",0,1
"2014belgium","dkvyat",0,1
"2014belgium","jvergne",0,1
"2014belgium","sperez",0,1
"2014belgium","asutil",0,1
"2014belgium","rgrosjean",1,1
"2014belgium","jbianchi",0,1
"2014belgium","pmaldonado",0,1
"2014belgium","nhulkenberg",0,1
"2014belgium","mchilton",0,1
"2014belgium","lhamilton",1,1
"2014belgium","egutierrez",0,1
"2014belgium","alotterer",0,1
"2014belgium","mericsson",0,1
"2014belgium","svettel",0,1
"2014belgium","falonso",0,1
"2014belgium","dricciardo",0,1
"2014belgium","vbottas",0,1
"2014belgium","kmagnussen",0,1
"2014belgium","kraikkonen",0,1
"2014belgium","fmassa",1,1
"2014belgium","gvandergarde",0,1
"2014belgium","arossi",0,1
"2014italy","lhamilton",0,1
"2014italy","sperez",0,1
"2014italy","kraikkonen",0,1
"2014italy","jvergne",0,1
"2014italy","nhulkenberg",0,1
"2014italy","asutil",0,1
"2014italy","egutierrez",0,1
"2014italy","pmaldonado",0,1
"2014italy","rgrosjean",0,1
"2014italy","kkobayashi",0,1
"2014italy","jbianchi",0,1
"2014italy","nrosberg",0,1
"2014italy","mchilton",0,1
"2014italy","dkvyat",1,1
"2014italy","mericsson",0,1
"2014italy","vbottas",0,1
"2014italy","fmassa",0,1
"2014italy","kmagnussen",0,1
"2014italy","jbutton",0,1
"2014italy","falonso",0,1
"2014italy","svettel",0,1
"2014italy","dricciardo",0,1
"2014italy","cpic",0,1
"2014italy","gvandergarde",0,1
"2014italy","djuncadella",0,1
"2014italy","rmehri",0,1
"2014singapore","lhamilton",0,1
"2014singapore","dkvyat",0,1
"2014singapore","jbutton",0,1
"2014singapore","jvergne",0,1
"2014singapore","nhulkenberg",0,1
"2014singapore","egutierrez",1,1
"2014singapore","sperez",0,1
"2014singapore","rgrosjean",0,1
"2014singapore","asutil",0,1
"2014singapore","pmaldonado",0,1
"2014singapore","jbianchi",0,1
"2014singapore","nrosberg",1,1
"2014singapore","kkobayashi",0,1
"2014singapore","mchilton",0,1
"2014singapore","mericsson",0,1
"2014singapore","dricciardo",0,1
"2014singapore","svettel",0,1
"2014singapore","falonso",0,1
"2014singapore","fmassa",0,1
"2014singapore","kraikkonen",0,1
"2014singapore","vbottas",0,1
"2014singapore","kmagnussen",0,1
"2014japan","nrosberg",0,1
"2014japan","kraikkonen",0,1
"2014japan","sperez",0,1
"2014japan","dkvyat",0,1
"2014japan","nhulkenberg",0,1
"2014japan","asutil",0,1
"2014japan","egutierrez",0,1
"2014japan","rgrosjean",0,1
"2014japan","mericsson",0,1
"2014japan","jbianchi",0,1
"2014japan","kkobayashi",0,1
"2014japan","lhamilton",0,1
"2014japan","jvergne",0,1
"2014japan","mchilton",0,1
"2014japan","pmaldonado",0,1
"2014japan","vbottas",0,1
"2014japan","fmassa",0,1
"2014japan","falonso",0,1
"2014japan","dricciardo",0,1
"2014japan","kmagnussen",0,1
"2014japan","jbutton",0,1
"2014japan","svettel",0,1
"2014japan","rmehri",0,1
"2014japan","mverstappen",0,1
"2014russia","lhamilton",0,1
"2014russia","svettel",0,1
"2014russia","kmagnussen",0,1
"2014russia","sperez",0,1
"2014russia","egutierrez",0,1
"2014russia","asutil",0,1
"2014russia","rgrosjean",0,1
"2014russia","mericsson",0,1
"2014russia","nhulkenberg",0,1
"2014russia","fmassa",0,1
"2014russia","kkobayashi",0,1
"2014russia","nrosberg",0,1
"2014russia","mchilton",0,1
"2014russia","pmaldonado",0,1
"2014russia","vbottas",0,1
"2014russia","jbutton",0,1
"2014russia","dkvyat",0,1
"2014russia","dricciardo",0,1
"2014russia","falonso",0,1
"2014russia","kraikkonen",0,1
"2014russia","jvergne",0,1
"2014russia","rmehri",0,1
"2014russia","ssirotkin",0,1
"2014usa","nrosberg",0,1
"2014usa","pmaldonado",0,1
"2014usa","sperez",0,1
"2014usa","jbutton",0,1
"2014usa","nhulkenberg",0,1
"2014usa","jvergne",0,1
"2014usa","egutierrez",0,1
"2014usa","rgrosjean",0,1
"2014usa","dkvyat",0,1
"2014usa","svettel",0,1
"2014usa","lhamilton",0,1
"2014usa","vbottas",0,1
"2014usa","fmassa",0,1
"2014usa","dricciardo",0,1
"2014usa","falonso",0,1
"2014usa","kmagnussen",0,1
"2014usa","kraikkonen",0,1
"2014usa","asutil",0,1
"2014usa","lnasr",0,1
"2014usa","mverstappen",0,1
"2014brazil","nrosberg",0,1
"2014brazil","kraikkonen",0,1
"2014brazil","egutierrez",0,1
"2014brazil","nhulkenberg",0,1
"2014brazil","asutil",0,1
"2014brazil","rgrosjean",0,1
"2014brazil","jvergne",0,1
"2014brazil","pmaldonado",0,1
"2014brazil","dkvyat",0,1
"2014brazil","sperez",0,1
"2014brazil","lhamilton",0,1
"2014brazil","fmassa",0,1
"2014brazil","vbottas",1,1
"2014brazil","jbutton",0,1
"2014brazil","svettel",0,1
"2014brazil","kmagnussen",0,1
"2014brazil","falonso",0,1
"2014brazil","dricciardo",0,1
"2014brazil","lnasr",0,1
"2014brazil","djuncadella",0,1
"2014brazil","mverstappen",0,1
"2014abudhabi","nrosberg",1,1
"2014abudhabi","jvergne",0,1
"2014abudhabi","sperez",0,1
"2014abudhabi","nhulkenberg",0,1
"2014abudhabi","asutil",0,1
"2014abudhabi","egutierrez",0,1
"2014abudhabi","pmaldonado",0,1
"2014abudhabi","kkobayashi",0,1
"2014abudhabi","wstevens",0,1
"2014abudhabi","rgrosjean",0,1
"2014abudhabi","svettel",0,1
"2014abudhabi","lhamilton",0,1
"2014abudhabi","dricciardo",0,1
"2014abudhabi","vbottas",0,1
"2014abudhabi","fmassa",0,1
"2014abudhabi","dkvyat",0,1
"2014abudhabi","jbutton",0,1
"2014abudhabi","kraikkonen",0,1
"2014abudhabi","falonso",0,1
"2014abudhabi","kmagnussen",0,1
"2014abudhabi","eocon",0,1
"2014abudhabi","afong",0,1
"2015australia","lhamilton",0,1
"2015australia","lnasr",0,1
"2015australia","mverstappen",0,1
"2015australia","dkvyat",0,1
"2015australia","nhulkenberg",0,1
"2015australia","sperez",0,1
"2015australia","mericsson",0,1
"2015australia","jbutton",0,1
"2015australia","kmagnussen",0,1
"2015australia","nrosberg",0,1
"2015australia","fmassa",0,1
"2015australia","svettel",0,1
"2015australia","kraikkonen",0,1
"2015australia","dricciardo",0,1
"2015australia","csainz",0,1
"2015australia","rgrosjean",0,1
"2015australia","pmaldonado",0,1
"2015australia","vbottas",0,1
"2015australia","rmehri",0,1
"2015australia","wstevens",0,1
"2015malaysia","lhamilton",0,1
"2015malaysia","rgrosjean",0,1
"2015malaysia","kraikkonen",0,1
"2015malaysia","pmaldonado",0,1
"2015malaysia","nhulkenberg",0,1
"2015malaysia","sperez",0,1
"2015malaysia","csainz",0,1
"2015malaysia","lnasr",0,1
"2015malaysia","jbutton",1,1
"2015malaysia","falonso",0,1
"2015malaysia","rmehri",0,1
"2015malaysia","svettel",0,1
"2015malaysia","nrosberg",0,1
"2015malaysia","dricciardo",0,1
"2015malaysia","dkvyat",0,1
"2015malaysia","mverstappen",0,1
"2015malaysia","fmassa",0,1
"2015malaysia","vbottas",0,1
"2015malaysia","mericsson",0,1
"2015malaysia","wstevens",0,1
"2015malaysia","rmarciello",0,1
"2015china","lhamilton",0,1
"2015china","mericsson",0,1
"2015china","pmaldonado",1,1
"2015china","dkvyat",0,1
"2015china","mverstappen",0,1
"2015china","csainz",0,1
"2015china","sperez",0,1
"2015china","nhulkenberg",0,1
"2015china","jbutton",0,1
"2015china","falonso",0,1
"2015china","wstevens",0,1
"2015china","nrosberg",0,1
"2015china","rmehri",0,1
"2015china","svettel",0,1
"2015china","fmassa",0,1
"2015china","vbottas",0,1
"2015china","kraikkonen",0,1
"2015china","dricciardo",0,1
"2015china","rgrosjean",0,1
"2015china","lnasr",0,1
"2015china","jpalmer",0,1
"2015bahrain","lhamilton",0,1
"2015bahrain","rgrosjean",0,1
"2015bahrain","sperez",0,1
"2015bahrain","lnasr",0,1
"2015bahrain","mericsson",0,1
"2015bahrain","falonso",0,1
"2015bahrain","mverstappen",0,1
"2015bahrain","pmaldonado",0,1
"2015bahrain","dkvyat",0,1
"2015bahrain","wstevens",0,1
"2015bahrain","rmehri",0,1
"2015bahrain","svettel",0,1
"2015bahrain","jbutton",0,1
"2015bahrain","nrosberg",0,1
"2015bahrain","kraikkonen",0,1
"2015bahrain","vbottas",0,1
"2015bahrain","fmassa",0,1
"2015bahrain","dricciardo",0,1
"2015bahrain","nhulkenberg",0,1
"2015bahrain","csainz",0,1
"2015bahrain","jpalmer",0,1
"2015spain","nrosberg",0,1
"2015spain","dricciardo",0,1
"2015spain","rgrosjean",0,1
"2015spain","pmaldonado",0,1
"2015spain","falonso",0,1
"2015spain","jbutton",0,1
"2015spain","lnasr",0,1
"2015spain","mericsson",0,1
"2015spain","nhulkenberg",0,1
"2015spain","sperez",0,1
"2015spain","wstevens",0,1
"2015spain","lhamilton",0,1
"2015spain","rmehri",0,1
"2015spain","svettel",0,1
"2015spain","vbottas",0,1
"2015spain","csainz",0,1
"2015spain","mverstappen",0,1
"2015spain","kraikkonen",0,1
"2015spain","dkvyat",0,1
"2015spain","fmassa",0,1
"2015spain","swolff",0,1
"2015spain","rmarciello",0,1
"2015spain","jpalmer",0,1
"2015monaco","lhamilton",0,1
"2015monaco","jbutton",0,1
"2015monaco","nhulkenberg",0,1
"2015monaco","fmassa",0,1
"2015monaco","falonso",0,1
"2015monaco","lnasr",0,1
"2015monaco","rgrosjean",0,1
"2015monaco","vbottas",0,1
"2015monaco","mericsson",0,1
"2015monaco","wstevens",0,1
"2015monaco","rmehri",0,1
"2015monaco","nrosberg",0,1
"2015monaco","csainz",0,1
"2015monaco","svettel",0,1
"2015monaco","dricciardo",0,1
"2015monaco","dkvyat",0,1
"2015monaco","kraikkonen",0,1
"2015monaco","sperez",0,1
"2015monaco","pmaldonado",1,1
"2015monaco","mverstappen",0,1
"2015canada","lhamilton",0,1
"2015canada","sperez",0,1
"2015canada","csainz",0,1
"2015canada","mericsson",0,1
"2015canada","falonso",0,1
"2015canada","lnasr",0,1
"2015canada","fmassa",0,1
"2015canada","rmehri",0,1
"2015canada","wstevens",0,1
"2015canada","svettel",0,1
"2015canada","mverstappen",0,1
"2015canada","nrosberg",0,1
"2015canada","jbutton",0,1
"2015canada","kraikkonen",0,1
"2015canada","vbottas",0,1
"2015canada","rgrosjean",0,1
"2015canada","pmaldonado",0,1
"2015canada","nhulkenberg",0,1
"2015canada","dkvyat",0,1
"2015canada","dricciardo",0,1
"2015austria","lhamilton",0,1
"2015austria","pmaldonado",0,1
"2015austria","mericsson",0,1
"2015austria","csainz",1,1
"2015austria","sperez",0,1
"2015austria","kraikkonen",0,1
"2015austria","dkvyat",0,1
"2015austria","rmehri",0,1
"2015austria","wstevens",0,1
"2015austria","dricciardo",0,1
"2015austria","falonso",0,1
"2015austria","nrosberg",0,1
"2015austria","jbutton",0,1
"2015austria","svettel",0,1
"2015austria","fmassa",0,1
"2015austria","nhulkenberg",0,1
"2015austria","vbottas",0,1
"2015austria","mverstappen",0,1
"2015austria","lnasr",0,1
"2015austria","rgrosjean",0,1
